sample_id,fault_site,workload,category,sa_value,observable,latency,fault_cycle,split,label
488,122,branch_heavy,RegFile,0,False,-1,296,train,2
489,123,branch_heavy,RegFile,1,True,2,302,train,1
490,124,branch_heavy,RegFile,0,False,-1,309,train,2
491,125,branch_heavy,RegFile,1,False,-1,335,test,2
492,126,branch_heavy,RegFile,0,False,-1,315,train,2
493,127,branch_heavy,RegFile,1,False,-1,322,train,2
494,128,branch_heavy,PC,0,True,5,328,train,1
495,129,branch_heavy,PC,1,False,-1,355,test,2
496,130,branch_heavy,PC,0,True,3,433,test,1
497,131,branch_heavy,PC,1,False,-1,342,train,2
498,132,branch_heavy,PC,0,True,1,126,test,1
499,133,branch_heavy,PC,1,False,-1,361,train,2
500,134,branch_heavy,PC,0,True,6,368,train,1
501,135,branch_heavy,PC,1,True,5,133,test,1
502,136,branch_heavy,PC,0,False,-1,191,val,2
503,137,branch_heavy,PC,1,False,-1,198,val,2
504,138,branch_heavy,PC,0,False,-1,374,train,2
505,139,branch_heavy,PC,1,False,-1,381,train,2
506,140,branch_heavy,PC,0,False,-1,387,train,2
507,141,branch_heavy,PC,1,False,-1,394,train,2
508,142,branch_heavy,PC,0,False,-1,400,train,2
509,143,branch_heavy,PC,1,False,-1,407,train,2
510,144,branch_heavy,Control,0,True,3,413,train,1
511,145,branch_heavy,Control,1,True,2,172,test,1
512,146,branch_heavy,Control,0,False,-1,420,train,2
513,147,branch_heavy,Control,1,False,-1,426,train,2
514,148,branch_heavy,Control,0,True,2,440,train,1
515,149,branch_heavy,Control,1,False,-1,139,train,2
516,150,branch_heavy,Control,0,False,-1,211,val,2
517,151,branch_heavy,Control,1,True,1,146,train,1
518,152,branch_heavy,Control,0,True,148,152,train,1
519,153,branch_heavy,Control,1,True,133,165,train,1
520,154,branch_heavy,Control,0,False,-1,244,val,2
521,155,branch_heavy,Control,1,False,-1,178,train,2
522,156,branch_heavy,Control,0,False,-1,263,val,2
523,157,branch_heavy,Control,1,False,-1,185,train,2
524,158,branch_heavy,Control,0,False,-1,348,val,2
525,159,branch_heavy,Control,1,False,-1,217,train,2
526,160,branch_heavy,Control,0,False,-1,204,test,2
527,161,branch_heavy,Control,1,False,-1,335,test,2
528,162,branch_heavy,Control,0,False,-1,224,train,2
529,163,branch_heavy,Control,1,False,-1,231,train,2
530,164,branch_heavy,Decode,0,False,-1,237,train,2
531,165,branch_heavy,Decode,1,False,-1,250,train,2
532,0,hello_test,RegFile,0,False,-1,139,train,2
533,1,hello_test,RegFile,1,True,183,120,val,1
534,2,hello_test,RegFile,0,True,143,146,train,1
535,3,hello_test,RegFile,1,False,-1,152,train,2
536,4,hello_test,RegFile,0,True,122,165,train,1
537,5,hello_test,RegFile,1,False,-1,159,val,2
538,6,hello_test,RegFile,0,True,109,178,train,1
539,7,hello_test,RegFile,1,False,-1,126,test,2
540,8,hello_test,RegFile,0,True,154,133,test,1
541,9,hello_test,RegFile,1,True,112,191,val,1
542,10,hello_test,RegFile,0,True,118,185,train,1
543,11,hello_test,RegFile,1,True,89,198,val,1
544,12,hello_test,RegFile,0,True,115,172,test,1
545,13,hello_test,RegFile,1,False,-1,204,test,2
546,14,hello_test,RegFile,0,True,70,217,train,1
547,15,hello_test,RegFile,1,False,-1,211,val,2
548,16,hello_test,RegFile,0,False,-1,224,train,2
549,17,hello_test,RegFile,1,False,-1,231,train,2
550,18,hello_test,RegFile,0,False,-1,237,train,2
551,19,hello_test,RegFile,1,False,-1,244,val,2
552,20,hello_test,RegFile,0,False,-1,250,train,2
553,21,hello_test,RegFile,1,False,-1,257,train,2
554,22,hello_test,RegFile,0,False,-1,270,train,2
555,23,hello_test,RegFile,1,False,-1,276,train,2
556,24,hello_test,RegFile,0,False,-1,283,train,2
557,25,hello_test,RegFile,1,False,-1,289,train,2
558,26,hello_test,RegFile,0,False,-1,296,train,2
559,27,hello_test,RegFile,1,False,-1,302,train,2
560,28,hello_test,RegFile,0,False,-1,309,train,2
561,29,hello_test,RegFile,1,False,-1,315,train,2
562,30,hello_test,RegFile,0,False,-1,322,train,2
563,31,hello_test,RegFile,1,False,-1,328,train,2
564,32,hello_test,RegFile,0,False,-1,335,test,2
565,33,hello_test,RegFile,1,False,-1,342,train,2
566,34,hello_test,RegFile,0,False,-1,361,train,2
567,35,hello_test,RegFile,1,False,-1,368,train,2
568,36,hello_test,RegFile,0,False,-1,374,train,2
569,37,hello_test,RegFile,1,False,-1,263,val,2
570,38,hello_test,RegFile,0,False,-1,355,test,2
571,39,hello_test,RegFile,1,False,-1,381,train,2
572,40,hello_test,RegFile,0,False,-1,387,train,2
573,41,hello_test,RegFile,1,False,-1,348,val,2
574,42,hello_test,RegFile,0,False,-1,394,train,2
575,43,hello_test,RegFile,1,False,-1,400,train,2
576,44,hello_test,RegFile,0,False,-1,407,train,2
577,45,hello_test,RegFile,1,False,-1,433,test,2
578,46,hello_test,RegFile,0,False,-1,413,train,2
579,47,hello_test,RegFile,1,True,74,126,test,1
580,48,hello_test,RegFile,0,False,-1,420,train,2
581,49,hello_test,RegFile,1,True,97,426,train,1
582,50,hello_test,RegFile,0,False,-1,120,val,2
583,51,hello_test,RegFile,1,True,83,440,train,1
584,52,hello_test,RegFile,0,False,-1,133,test,2
585,53,hello_test,RegFile,1,True,64,139,train,1
586,54,hello_test,RegFile,0,False,-1,146,train,2
587,55,hello_test,RegFile,1,True,31,172,test,1
588,56,hello_test,RegFile,0,False,-1,159,val,2
589,57,hello_test,RegFile,1,True,1,204,test,1
590,58,hello_test,RegFile,0,False,-1,335,test,2
591,59,hello_test,RegFile,1,True,12,191,val,1
592,60,hello_test,RegFile,0,False,-1,152,train,2
593,61,hello_test,RegFile,1,True,38,165,train,1
594,62,hello_test,RegFile,0,False,-1,355,test,2
595,63,hello_test,RegFile,1,True,25,178,train,1
596,64,hello_test,RegFile,0,False,-1,185,train,2
597,65,hello_test,RegFile,1,True,78,217,train,1
598,66,hello_test,RegFile,0,False,-1,224,train,2
599,67,hello_test,RegFile,1,True,64,231,train,1
600,68,hello_test,RegFile,0,False,-1,433,test,2
601,69,hello_test,RegFile,1,True,58,237,train,1
602,70,hello_test,RegFile,0,False,-1,250,train,2
603,71,hello_test,RegFile,1,True,8,198,val,1
604,72,hello_test,RegFile,0,False,-1,257,train,2
605,73,hello_test,RegFile,1,True,25,270,train,1
606,74,hello_test,RegFile,0,False,-1,211,val,2
607,75,hello_test,RegFile,1,True,19,276,train,1
608,76,hello_test,RegFile,0,False,-1,283,train,2
609,77,hello_test,RegFile,1,True,6,289,train,1
610,78,hello_test,RegFile,0,False,-1,296,train,2
611,79,hello_test,RegFile,1,True,51,244,val,1
612,80,hello_test,RegFile,0,False,-1,302,train,2
613,81,hello_test,RegFile,1,False,-1,309,train,2
614,82,hello_test,RegFile,0,False,-1,315,train,2
615,83,hello_test,RegFile,1,False,-1,322,train,2
616,84,hello_test,RegFile,0,False,-1,263,val,2
617,85,hello_test,RegFile,1,False,-1,328,train,2
618,86,hello_test,RegFile,0,False,-1,342,train,2
619,87,hello_test,RegFile,1,False,-1,361,train,2
620,88,hello_test,RegFile,0,False,-1,368,train,2
621,89,hello_test,RegFile,1,False,-1,374,train,2
622,90,hello_test,RegFile,0,False,-1,381,train,2
623,91,hello_test,RegFile,1,False,-1,387,train,2
624,92,hello_test,RegFile,0,False,-1,394,train,2
625,93,hello_test,RegFile,1,False,-1,400,train,2
626,94,hello_test,RegFile,0,False,-1,407,train,2
627,95,hello_test,RegFile,1,True,83,126,test,1
628,96,hello_test,RegFile,0,False,-1,133,test,2
629,97,hello_test,RegFile,1,False,-1,413,train,2
630,98,hello_test,RegFile,0,False,-1,420,train,2
631,99,hello_test,RegFile,1,False,-1,426,train,2
632,100,hello_test,RegFile,0,False,-1,440,train,2
633,101,hello_test,RegFile,1,True,73,139,train,1
634,102,hello_test,RegFile,0,False,-1,146,train,2
635,103,hello_test,RegFile,1,True,60,152,train,1
636,104,hello_test,RegFile,0,False,-1,165,train,2
637,105,hello_test,RegFile,1,True,34,178,train,1
638,106,hello_test,RegFile,0,False,-1,172,test,2
639,107,hello_test,RegFile,1,True,27,185,train,1
640,108,hello_test,RegFile,0,False,-1,217,train,2
641,109,hello_test,RegFile,1,True,8,204,test,1
642,110,hello_test,RegFile,0,False,-1,224,train,2
643,111,hello_test,RegFile,1,False,-1,231,train,2
644,112,hello_test,RegFile,0,True,57,237,train,1
645,113,hello_test,RegFile,1,False,-1,348,val,2
646,114,hello_test,RegFile,0,True,44,250,train,1
647,115,hello_test,RegFile,1,False,-1,120,val,2
648,116,hello_test,RegFile,0,True,37,257,train,1
649,117,hello_test,RegFile,1,False,-1,270,train,2
650,118,hello_test,RegFile,0,True,18,276,train,1
651,119,hello_test,RegFile,1,False,-1,283,train,2
652,120,hello_test,RegFile,0,True,5,289,train,1
653,121,hello_test,RegFile,1,False,-1,159,val,2
654,122,hello_test,RegFile,0,True,213,296,train,1
655,123,hello_test,RegFile,1,False,-1,302,train,2
656,124,hello_test,RegFile,0,True,200,309,train,1
657,125,hello_test,RegFile,1,False,-1,335,test,2
658,126,hello_test,RegFile,0,True,194,315,train,1
659,127,hello_test,RegFile,1,False,-1,322,train,2
660,128,hello_test,PC,0,True,173,328,train,1
661,129,hello_test,PC,1,True,169,355,test,1
662,130,hello_test,PC,0,True,91,433,test,1
663,131,hello_test,PC,1,True,159,342,train,1
664,132,hello_test,PC,0,True,13,126,test,1
665,133,hello_test,PC,1,True,140,361,train,1
666,134,hello_test,PC,0,True,133,368,train,1
667,135,hello_test,PC,1,True,1,133,test,1
668,136,hello_test,PC,0,False,-1,191,val,2
669,137,hello_test,PC,1,False,-1,198,val,2
670,138,hello_test,PC,0,False,-1,374,train,2
671,139,hello_test,PC,1,False,-1,381,train,2
672,140,hello_test,PC,0,False,-1,387,train,2
673,141,hello_test,PC,1,False,-1,394,train,2
674,142,hello_test,PC,0,False,-1,400,train,2
675,143,hello_test,PC,1,False,-1,407,train,2
676,144,hello_test,Control,0,True,3,413,train,1
677,145,hello_test,Control,1,True,3,172,test,1
678,146,hello_test,Control,0,False,-1,420,train,2
679,147,hello_test,Control,1,False,-1,426,train,2
680,148,hello_test,Control,0,True,1,440,train,1
681,149,hello_test,Control,1,False,-1,139,train,2
682,150,hello_test,Control,0,False,-1,211,val,2
683,151,hello_test,Control,1,True,1,146,train,1
684,152,hello_test,Control,0,True,137,152,train,1
685,153,hello_test,Control,1,True,122,165,train,1
686,154,hello_test,Control,0,False,-1,244,val,2
687,155,hello_test,Control,1,False,-1,178,train,2
688,156,hello_test,Control,0,False,-1,263,val,2
689,157,hello_test,Control,1,False,-1,185,train,2
690,158,hello_test,Control,0,False,-1,348,val,2
691,159,hello_test,Control,1,False,-1,217,train,2
692,160,hello_test,Control,0,False,-1,204,test,2
693,161,hello_test,Control,1,False,-1,335,test,2
694,162,hello_test,Control,0,False,-1,224,train,2
695,163,hello_test,Control,1,False,-1,231,train,2
696,164,hello_test,Decode,0,False,-1,237,train,2
697,165,hello_test,Decode,1,True,49,250,train,1
698,0,mem_intensive,RegFile,0,False,-1,139,train,2
699,1,mem_intensive,RegFile,1,True,79,120,val,1
700,2,mem_intensive,RegFile,0,True,250,146,train,1
701,3,mem_intensive,RegFile,1,True,47,152,train,1
702,4,mem_intensive,RegFile,0,True,34,165,train,1
703,5,mem_intensive,RegFile,1,True,235,159,val,1
704,6,mem_intensive,RegFile,0,False,-1,178,train,2
705,7,mem_intensive,RegFile,1,True,73,126,test,1
706,8,mem_intensive,RegFile,0,True,66,133,test,1
707,9,mem_intensive,RegFile,1,False,-1,191,val,2
708,10,mem_intensive,RegFile,0,True,14,185,train,1
709,11,mem_intensive,RegFile,1,True,196,198,val,1
710,12,mem_intensive,RegFile,0,True,222,172,test,1
711,13,mem_intensive,RegFile,1,False,-1,204,test,2
712,14,mem_intensive,RegFile,0,True,177,217,train,1
713,15,mem_intensive,RegFile,1,False,-1,211,val,2
714,16,mem_intensive,RegFile,0,False,-1,224,train,2
715,17,mem_intensive,RegFile,1,True,70,231,train,1
716,18,mem_intensive,RegFile,0,False,-1,237,train,2
717,19,mem_intensive,RegFile,1,True,57,244,val,1
718,20,mem_intensive,RegFile,0,False,-1,250,train,2
719,21,mem_intensive,RegFile,1,True,44,257,train,1
720,22,mem_intensive,RegFile,0,False,-1,270,train,2
721,23,mem_intensive,RegFile,1,True,25,276,train,1
722,24,mem_intensive,RegFile,0,True,18,283,train,1
723,25,mem_intensive,RegFile,1,False,-1,289,train,2
724,26,mem_intensive,RegFile,0,True,5,296,train,1
725,27,mem_intensive,RegFile,1,False,-1,302,train,2
726,28,mem_intensive,RegFile,0,True,98,309,train,1
727,29,mem_intensive,RegFile,1,False,-1,315,train,2
728,30,mem_intensive,RegFile,0,True,85,322,train,1
729,31,mem_intensive,RegFile,1,False,-1,328,train,2
730,32,mem_intensive,RegFile,0,False,-1,335,test,2
731,33,mem_intensive,RegFile,1,False,-1,342,train,2
732,34,mem_intensive,RegFile,0,False,-1,361,train,2
733,35,mem_intensive,RegFile,1,False,-1,368,train,2
734,36,mem_intensive,RegFile,0,False,-1,374,train,2
735,37,mem_intensive,RegFile,1,True,44,263,val,1
736,38,mem_intensive,RegFile,0,False,-1,355,test,2
737,39,mem_intensive,RegFile,1,False,-1,381,train,2
738,40,mem_intensive,RegFile,0,False,-1,387,train,2
739,41,mem_intensive,RegFile,1,False,-1,348,val,2
740,42,mem_intensive,RegFile,0,False,-1,394,train,2
741,43,mem_intensive,RegFile,1,False,-1,400,train,2
742,44,mem_intensive,RegFile,0,False,-1,407,train,2
743,45,mem_intensive,RegFile,1,False,-1,433,test,2
744,46,mem_intensive,RegFile,0,False,-1,413,train,2
745,47,mem_intensive,RegFile,1,True,79,126,test,1
746,48,mem_intensive,RegFile,0,False,-1,420,train,2
747,49,mem_intensive,RegFile,1,False,-1,426,train,2
748,50,mem_intensive,RegFile,0,False,-1,120,val,2
749,51,mem_intensive,RegFile,1,False,-1,440,train,2
750,52,mem_intensive,RegFile,0,False,-1,133,test,2
751,53,mem_intensive,RegFile,1,True,4,139,train,1
752,54,mem_intensive,RegFile,0,False,-1,146,train,2
753,55,mem_intensive,RegFile,1,True,6,172,test,1
754,56,mem_intensive,RegFile,0,False,-1,159,val,2
755,57,mem_intensive,RegFile,1,True,13,204,test,1
756,58,mem_intensive,RegFile,0,False,-1,335,test,2
757,59,mem_intensive,RegFile,1,True,1,191,val,1
758,60,mem_intensive,RegFile,0,False,-1,152,train,2
759,61,mem_intensive,RegFile,1,True,6,165,train,1
760,62,mem_intensive,RegFile,0,False,-1,355,test,2
761,63,mem_intensive,RegFile,1,True,7,178,train,1
762,64,mem_intensive,RegFile,0,False,-1,185,train,2
763,65,mem_intensive,RegFile,1,True,3,217,train,1
764,66,mem_intensive,RegFile,0,False,-1,224,train,2
765,67,mem_intensive,RegFile,1,True,82,231,train,1
766,68,mem_intensive,RegFile,0,False,-1,433,test,2
767,69,mem_intensive,RegFile,1,True,76,237,train,1
768,70,mem_intensive,RegFile,0,False,-1,250,train,2
769,71,mem_intensive,RegFile,1,True,22,198,val,1
770,72,mem_intensive,RegFile,0,False,-1,257,train,2
771,73,mem_intensive,RegFile,1,True,43,270,train,1
772,74,mem_intensive,RegFile,0,False,-1,211,val,2
773,75,mem_intensive,RegFile,1,True,37,276,train,1
774,76,mem_intensive,RegFile,0,False,-1,283,train,2
775,77,mem_intensive,RegFile,1,True,24,289,train,1
776,78,mem_intensive,RegFile,0,False,-1,296,train,2
777,79,mem_intensive,RegFile,1,True,69,244,val,1
778,80,mem_intensive,RegFile,0,False,-1,302,train,2
779,81,mem_intensive,RegFile,1,True,7,309,train,1
780,82,mem_intensive,RegFile,0,False,-1,315,train,2
781,83,mem_intensive,RegFile,1,False,-1,322,train,2
782,84,mem_intensive,RegFile,0,False,-1,263,val,2
783,85,mem_intensive,RegFile,1,False,-1,328,train,2
784,86,mem_intensive,RegFile,0,False,-1,342,train,2
785,87,mem_intensive,RegFile,1,False,-1,361,train,2
786,88,mem_intensive,RegFile,0,False,-1,368,train,2
787,89,mem_intensive,RegFile,1,False,-1,374,train,2
788,90,mem_intensive,RegFile,0,False,-1,381,train,2
789,91,mem_intensive,RegFile,1,False,-1,387,train,2
790,92,mem_intensive,RegFile,0,False,-1,394,train,2
791,93,mem_intensive,RegFile,1,False,-1,400,train,2
792,94,mem_intensive,RegFile,0,False,-1,407,train,2
793,95,mem_intensive,RegFile,1,True,97,126,test,1
794,96,mem_intensive,RegFile,0,False,-1,133,test,2
795,97,mem_intensive,RegFile,1,False,-1,413,train,2
796,98,mem_intensive,RegFile,0,False,-1,420,train,2
797,99,mem_intensive,RegFile,1,False,-1,426,train,2
798,100,mem_intensive,RegFile,0,False,-1,440,train,2
799,101,mem_intensive,RegFile,1,True,87,139,train,1
800,102,mem_intensive,RegFile,0,False,-1,146,train,2
801,103,mem_intensive,RegFile,1,True,74,152,train,1
802,104,mem_intensive,RegFile,0,False,-1,165,train,2
803,105,mem_intensive,RegFile,1,True,48,178,train,1
804,106,mem_intensive,RegFile,0,False,-1,172,test,2
805,107,mem_intensive,RegFile,1,True,41,185,train,1
806,108,mem_intensive,RegFile,0,False,-1,217,train,2
807,109,mem_intensive,RegFile,1,True,22,204,test,1
808,110,mem_intensive,RegFile,0,False,-1,224,train,2
809,111,mem_intensive,RegFile,1,True,88,231,train,1
810,112,mem_intensive,RegFile,0,False,-1,237,train,2
811,113,mem_intensive,RegFile,1,False,-1,348,val,2
812,114,mem_intensive,RegFile,0,False,-1,250,train,2
813,115,mem_intensive,RegFile,1,True,109,120,val,1
814,116,mem_intensive,RegFile,0,False,-1,257,train,2
815,117,mem_intensive,RegFile,1,True,52,270,train,1
816,118,mem_intensive,RegFile,0,False,-1,276,train,2
817,119,mem_intensive,RegFile,1,True,39,283,train,1
818,120,mem_intensive,RegFile,0,False,-1,289,train,2
819,121,mem_intensive,RegFile,1,True,70,159,val,1
820,122,mem_intensive,RegFile,0,False,-1,296,train,2
821,123,mem_intensive,RegFile,1,True,20,302,train,1
822,124,mem_intensive,RegFile,0,False,-1,309,train,2
823,125,mem_intensive,RegFile,1,False,-1,335,test,2
824,126,mem_intensive,RegFile,0,False,-1,315,train,2
825,127,mem_intensive,RegFile,1,True,1,322,train,1
826,128,mem_intensive,PC,0,True,5,328,train,1
827,129,mem_intensive,PC,1,True,5,355,test,1
828,130,mem_intensive,PC,0,True,117,433,test,1
829,131,mem_intensive,PC,1,True,1,342,train,1
830,132,mem_intensive,PC,0,True,3,126,test,1
831,133,mem_intensive,PC,1,True,2,361,train,1
832,134,mem_intensive,PC,0,True,1,368,train,1
833,135,mem_intensive,PC,1,True,68,133,test,1
834,136,mem_intensive,PC,0,False,-1,191,val,2
835,137,mem_intensive,PC,1,False,-1,198,val,2
836,138,mem_intensive,PC,0,False,-1,374,train,2
837,139,mem_intensive,PC,1,False,-1,381,train,2
838,140,mem_intensive,PC,0,False,-1,387,train,2
839,141,mem_intensive,PC,1,False,-1,394,train,2
840,142,mem_intensive,PC,0,False,-1,400,train,2
841,143,mem_intensive,PC,1,False,-1,407,train,2
842,144,mem_intensive,Control,0,True,1,413,train,1
843,145,mem_intensive,Control,1,True,32,172,test,1
844,146,mem_intensive,Control,0,False,-1,420,train,2
845,147,mem_intensive,Control,1,False,-1,426,train,2
846,148,mem_intensive,Control,0,True,1,440,train,1
847,149,mem_intensive,Control,1,False,-1,139,train,2
848,150,mem_intensive,Control,0,False,-1,211,val,2
849,151,mem_intensive,Control,1,True,1,146,train,1
850,152,mem_intensive,Control,0,True,46,152,train,1
851,153,mem_intensive,Control,1,True,1,165,train,1
852,154,mem_intensive,Control,0,False,-1,244,val,2
853,155,mem_intensive,Control,1,False,-1,178,train,2
854,156,mem_intensive,Control,0,False,-1,263,val,2
855,157,mem_intensive,Control,1,False,-1,185,train,2
856,158,mem_intensive,Control,0,False,-1,348,val,2
857,159,mem_intensive,Control,1,False,-1,217,train,2
858,160,mem_intensive,Control,0,False,-1,204,test,2
859,161,mem_intensive,Control,1,False,-1,335,test,2
860,162,mem_intensive,Control,0,False,-1,224,train,2
861,163,mem_intensive,Control,1,False,-1,231,train,2
862,164,mem_intensive,Decode,0,False,-1,237,train,2
863,165,mem_intensive,Decode,1,True,161,250,train,1
